Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,DepartureFlight,ElderlyPopulation 
62,,Afghanistan,2020-03-23,40.0,1.0,6,4.2
63,,Afghanistan,2020-03-24,74.0,1.0,5,4.2
64,,Afghanistan,2020-03-25,84.0,2.0,0,4.2
65,,Afghanistan,2020-03-26,94.0,4.0,1,4.2
66,,Afghanistan,2020-03-27,110.0,4.0,0,4.2
67,,Afghanistan,2020-03-28,110.0,4.0,1,4.2
68,,Afghanistan,2020-03-29,120.0,4.0,0,4.2
69,,Afghanistan,2020-03-30,170.0,4.0,1,4.2
70,,Afghanistan,2020-03-31,174.0,4.0,0,4.2
71,,Afghanistan,2020-04-01,237.0,4.0,1,4.2
72,,Afghanistan,2020-04-02,273.0,6.0,0,4.2
73,,Afghanistan,2020-04-03,281.0,6.0,1,4.2
74,,Afghanistan,2020-04-04,299.0,7.0,0,4.2
75,,Afghanistan,2020-04-05,349.0,7.0,2,4.2
76,,Afghanistan,2020-04-06,367.0,11.0,0,4.2
77,,Afghanistan,2020-04-07,423.0,14.0,1,4.2
78,,Afghanistan,2020-04-08,444.0,14.0,0,4.2
79,,Afghanistan,2020-04-09,484.0,15.0,0,4.2
80,,Afghanistan,2020-04-10,521.0,15.0,0,4.2
81,,Afghanistan,2020-04-11,555.0,18.0,0,4.2
82,,Afghanistan,2020-04-12,607.0,18.0,0,4.2
83,,Afghanistan,2020-04-13,665.0,21.0,1,4.2
115,,Albania,2020-01-22,0.0,0.0,18,21.2
116,,Albania,2020-01-23,0.0,0.0,20,21.2
117,,Albania,2020-01-24,0.0,0.0,23,21.2
118,,Albania,2020-01-25,0.0,0.0,17,21.2
119,,Albania,2020-01-26,0.0,0.0,21,21.2
120,,Albania,2020-01-27,0.0,0.0,22,21.2
121,,Albania,2020-01-28,0.0,0.0,16,21.2
122,,Albania,2020-01-29,0.0,0.0,15,21.2
123,,Albania,2020-01-30,0.0,0.0,20,21.2
124,,Albania,2020-01-31,0.0,0.0,0,21.2
125,,Albania,2020-02-01,0.0,0.0,20,21.2
126,,Albania,2020-02-02,0.0,0.0,16,21.2
127,,Albania,2020-02-03,0.0,0.0,21,21.2
128,,Albania,2020-02-04,0.0,0.0,18,21.2
129,,Albania,2020-02-05,0.0,0.0,15,21.2
130,,Albania,2020-02-06,0.0,0.0,19,21.2
131,,Albania,2020-02-07,0.0,0.0,22,21.2
132,,Albania,2020-02-08,0.0,0.0,17,21.2
133,,Albania,2020-02-09,0.0,0.0,18,21.2
134,,Albania,2020-02-10,0.0,0.0,28,21.2
135,,Albania,2020-02-11,0.0,0.0,18,21.2
136,,Albania,2020-02-12,0.0,0.0,20,21.2
137,,Albania,2020-02-13,0.0,0.0,25,21.2
138,,Albania,2020-02-14,0.0,0.0,24,21.2
139,,Albania,2020-02-15,0.0,0.0,18,21.2
140,,Albania,2020-02-16,0.0,0.0,22,21.2
141,,Albania,2020-02-17,0.0,0.0,25,21.2
142,,Albania,2020-02-18,0.0,0.0,16,21.2
143,,Albania,2020-02-19,0.0,0.0,19,21.2
144,,Albania,2020-02-20,0.0,0.0,0,21.2
145,,Albania,2020-02-21,0.0,0.0,24,21.2
146,,Albania,2020-02-22,0.0,0.0,17,21.2
147,,Albania,2020-02-23,0.0,0.0,21,21.2
148,,Albania,2020-02-24,0.0,0.0,24,21.2
149,,Albania,2020-02-25,0.0,0.0,15,21.2
150,,Albania,2020-02-26,0.0,0.0,20,21.2
151,,Albania,2020-02-27,0.0,0.0,27,21.2
152,,Albania,2020-02-28,0.0,0.0,26,21.2
153,,Albania,2020-02-29,0.0,0.0,20,21.2
154,,Albania,2020-03-01,0.0,0.0,23,21.2
155,,Albania,2020-03-02,0.0,0.0,28,21.2
156,,Albania,2020-03-03,0.0,0.0,18,21.2
157,,Albania,2020-03-04,0.0,0.0,20,21.2
158,,Albania,2020-03-05,0.0,0.0,19,21.2
159,,Albania,2020-03-06,0.0,0.0,28,21.2
160,,Albania,2020-03-07,0.0,0.0,16,21.2
161,,Albania,2020-03-08,0.0,0.0,20,21.2
162,,Albania,2020-03-09,2.0,0.0,19,21.2
163,,Albania,2020-03-10,10.0,0.0,10,21.2
164,,Albania,2020-03-11,12.0,1.0,10,21.2
165,,Albania,2020-03-12,23.0,1.0,13,21.2
166,,Albania,2020-03-13,33.0,1.0,16,21.2
167,,Albania,2020-03-14,38.0,1.0,9,21.2
168,,Albania,2020-03-15,42.0,1.0,7,21.2
169,,Albania,2020-03-16,51.0,1.0,10,21.2
170,,Albania,2020-03-17,55.0,1.0,5,21.2
171,,Albania,2020-03-18,59.0,2.0,5,21.2
172,,Albania,2020-03-19,64.0,2.0,5,21.2
173,,Albania,2020-03-20,70.0,2.0,4,21.2
174,,Albania,2020-03-21,76.0,2.0,3,21.2
175,,Albania,2020-03-22,89.0,2.0,1,21.2
176,,Albania,2020-03-23,104.0,4.0,0,21.2
177,,Albania,2020-03-24,123.0,5.0,0,21.2
178,,Albania,2020-03-25,146.0,5.0,0,21.2
179,,Albania,2020-03-26,174.0,6.0,0,21.2
180,,Albania,2020-03-27,186.0,8.0,0,21.2
181,,Albania,2020-03-28,197.0,10.0,0,21.2
182,,Albania,2020-03-29,212.0,10.0,0,21.2
183,,Albania,2020-03-30,223.0,11.0,0,21.2
184,,Albania,2020-03-31,243.0,15.0,0,21.2
185,,Albania,2020-04-01,259.0,15.0,0,21.2
186,,Albania,2020-04-02,277.0,16.0,0,21.2
187,,Albania,2020-04-03,304.0,17.0,0,21.2
188,,Albania,2020-04-04,333.0,20.0,0,21.2
189,,Albania,2020-04-05,361.0,20.0,0,21.2
190,,Albania,2020-04-06,377.0,21.0,0,21.2
191,,Albania,2020-04-07,383.0,22.0,0,21.2
192,,Albania,2020-04-08,400.0,22.0,0,21.2
193,,Albania,2020-04-09,409.0,23.0,0,21.2
194,,Albania,2020-04-10,416.0,23.0,0,21.2
195,,Albania,2020-04-11,433.0,23.0,0,21.2
196,,Albania,2020-04-12,446.0,23.0,0,21.2
197,,Albania,2020-04-13,467.0,23.0,0,21.2
229,,Algeria,2020-01-22,0.0,0.0,66,9.9
230,,Algeria,2020-01-23,0.0,0.0,76,9.9
231,,Algeria,2020-01-24,0.0,0.0,73,9.9
232,,Algeria,2020-01-25,0.0,0.0,78,9.9
233,,Algeria,2020-01-26,0.0,0.0,77,9.9
234,,Algeria,2020-01-27,0.0,0.0,71,9.9
235,,Algeria,2020-01-28,0.0,0.0,71,9.9
236,,Algeria,2020-01-29,0.0,0.0,69,9.9
237,,Algeria,2020-01-30,0.0,0.0,77,9.9
238,,Algeria,2020-01-31,0.0,0.0,0,9.9
239,,Algeria,2020-02-01,0.0,0.0,77,9.9
240,,Algeria,2020-02-02,0.0,0.0,77,9.9
241,,Algeria,2020-02-03,0.0,0.0,71,9.9
242,,Algeria,2020-02-04,0.0,0.0,70,9.9
243,,Algeria,2020-02-05,0.0,0.0,73,9.9
244,,Algeria,2020-02-06,0.0,0.0,78,9.9
245,,Algeria,2020-02-07,0.0,0.0,70,9.9
246,,Algeria,2020-02-08,0.0,0.0,74,9.9
247,,Algeria,2020-02-09,0.0,0.0,75,9.9
248,,Algeria,2020-02-10,0.0,0.0,74,9.9
249,,Algeria,2020-02-11,0.0,0.0,68,9.9
250,,Algeria,2020-02-12,0.0,0.0,71,9.9
251,,Algeria,2020-02-13,0.0,0.0,79,9.9
252,,Algeria,2020-02-14,0.0,0.0,77,9.9
253,,Algeria,2020-02-15,0.0,0.0,74,9.9
254,,Algeria,2020-02-16,0.0,0.0,77,9.9
255,,Algeria,2020-02-17,0.0,0.0,54,9.9
256,,Algeria,2020-02-18,0.0,0.0,51,9.9
257,,Algeria,2020-02-19,0.0,0.0,53,9.9
258,,Algeria,2020-02-20,0.0,0.0,0,9.9
259,,Algeria,2020-02-21,0.0,0.0,73,9.9
260,,Algeria,2020-02-22,0.0,0.0,77,9.9
261,,Algeria,2020-02-23,0.0,0.0,75,9.9
262,,Algeria,2020-02-24,0.0,0.0,76,9.9
263,,Algeria,2020-02-25,1.0,0.0,70,9.9
264,,Algeria,2020-02-26,1.0,0.0,74,9.9
265,,Algeria,2020-02-27,1.0,0.0,79,9.9
266,,Algeria,2020-02-28,1.0,0.0,79,9.9
267,,Algeria,2020-02-29,1.0,0.0,77,9.9
268,,Algeria,2020-03-01,1.0,0.0,79,9.9
269,,Algeria,2020-03-02,3.0,0.0,74,9.9
270,,Algeria,2020-03-03,5.0,0.0,69,9.9
271,,Algeria,2020-03-04,12.0,0.0,71,9.9
272,,Algeria,2020-03-05,12.0,0.0,80,9.9
273,,Algeria,2020-03-06,17.0,0.0,75,9.9
274,,Algeria,2020-03-07,17.0,0.0,75,9.9
275,,Algeria,2020-03-08,19.0,0.0,78,9.9
276,,Algeria,2020-03-09,20.0,0.0,71,9.9
277,,Algeria,2020-03-10,20.0,0.0,66,9.9
278,,Algeria,2020-03-11,20.0,0.0,68,9.9
279,,Algeria,2020-03-12,24.0,1.0,73,9.9
280,,Algeria,2020-03-13,26.0,2.0,64,9.9
281,,Algeria,2020-03-14,37.0,3.0,55,9.9
282,,Algeria,2020-03-15,48.0,4.0,48,9.9
283,,Algeria,2020-03-16,54.0,4.0,35,9.9
284,,Algeria,2020-03-17,60.0,4.0,28,9.9
285,,Algeria,2020-03-18,74.0,7.0,2,9.9
286,,Algeria,2020-03-19,87.0,9.0,1,9.9
287,,Algeria,2020-03-20,90.0,11.0,3,9.9
288,,Algeria,2020-03-21,139.0,15.0,1,9.9
289,,Algeria,2020-03-22,201.0,17.0,2,9.9
290,,Algeria,2020-03-23,230.0,17.0,2,9.9
291,,Algeria,2020-03-24,264.0,19.0,0,9.9
292,,Algeria,2020-03-25,302.0,21.0,1,9.9
293,,Algeria,2020-03-26,367.0,25.0,0,9.9
294,,Algeria,2020-03-27,409.0,26.0,3,9.9
295,,Algeria,2020-03-28,454.0,29.0,0,9.9
296,,Algeria,2020-03-29,511.0,31.0,3,9.9
297,,Algeria,2020-03-30,584.0,35.0,1,9.9
298,,Algeria,2020-03-31,716.0,44.0,2,9.9
299,,Algeria,2020-04-01,847.0,58.0,0,9.9
300,,Algeria,2020-04-02,986.0,86.0,0,9.9
301,,Algeria,2020-04-03,1171.0,105.0,2,9.9
302,,Algeria,2020-04-04,1251.0,130.0,1,9.9
303,,Algeria,2020-04-05,1320.0,152.0,0,9.9
304,,Algeria,2020-04-06,1423.0,173.0,2,9.9
305,,Algeria,2020-04-07,1468.0,193.0,0,9.9
306,,Algeria,2020-04-08,1572.0,205.0,1,9.9
307,,Algeria,2020-04-09,1666.0,235.0,0,9.9
308,,Algeria,2020-04-10,1761.0,256.0,4,9.9
309,,Algeria,2020-04-11,1825.0,275.0,0,9.9
310,,Algeria,2020-04-12,1914.0,293.0,0,9.9
311,,Algeria,2020-04-13,1983.0,313.0,0,9.9
343,,Andorra,2020-01-22,0.0,0.0,0,
344,,Andorra,2020-01-23,0.0,0.0,0,
345,,Andorra,2020-01-24,0.0,0.0,0,
346,,Andorra,2020-01-25,0.0,0.0,0,
347,,Andorra,2020-01-26,0.0,0.0,0,
348,,Andorra,2020-01-27,0.0,0.0,0,
349,,Andorra,2020-01-28,0.0,0.0,0,
350,,Andorra,2020-01-29,0.0,0.0,0,
351,,Andorra,2020-01-30,0.0,0.0,0,
352,,Andorra,2020-01-31,0.0,0.0,0,
353,,Andorra,2020-02-01,0.0,0.0,0,
354,,Andorra,2020-02-02,0.0,0.0,0,
355,,Andorra,2020-02-03,0.0,0.0,0,
356,,Andorra,2020-02-04,0.0,0.0,0,
357,,Andorra,2020-02-05,0.0,0.0,0,
358,,Andorra,2020-02-06,0.0,0.0,0,
359,,Andorra,2020-02-07,0.0,0.0,0,
360,,Andorra,2020-02-08,0.0,0.0,0,
361,,Andorra,2020-02-09,0.0,0.0,0,
362,,Andorra,2020-02-10,0.0,0.0,0,
363,,Andorra,2020-02-11,0.0,0.0,0,
364,,Andorra,2020-02-12,0.0,0.0,0,
365,,Andorra,2020-02-13,0.0,0.0,0,
366,,Andorra,2020-02-14,0.0,0.0,0,
367,,Andorra,2020-02-15,0.0,0.0,0,
368,,Andorra,2020-02-16,0.0,0.0,0,
369,,Andorra,2020-02-17,0.0,0.0,0,
370,,Andorra,2020-02-18,0.0,0.0,0,
371,,Andorra,2020-02-19,0.0,0.0,0,
372,,Andorra,2020-02-20,0.0,0.0,0,
373,,Andorra,2020-02-21,0.0,0.0,0,
374,,Andorra,2020-02-22,0.0,0.0,0,
375,,Andorra,2020-02-23,0.0,0.0,0,
376,,Andorra,2020-02-24,0.0,0.0,0,
377,,Andorra,2020-02-25,0.0,0.0,0,
378,,Andorra,2020-02-26,0.0,0.0,0,
379,,Andorra,2020-02-27,0.0,0.0,0,
380,,Andorra,2020-02-28,0.0,0.0,0,
381,,Andorra,2020-02-29,0.0,0.0,0,
382,,Andorra,2020-03-01,0.0,0.0,0,
383,,Andorra,2020-03-02,1.0,0.0,0,
384,,Andorra,2020-03-03,1.0,0.0,0,
385,,Andorra,2020-03-04,1.0,0.0,0,
386,,Andorra,2020-03-05,1.0,0.0,0,
387,,Andorra,2020-03-06,1.0,0.0,0,
388,,Andorra,2020-03-07,1.0,0.0,0,
389,,Andorra,2020-03-08,1.0,0.0,0,
390,,Andorra,2020-03-09,1.0,0.0,0,
391,,Andorra,2020-03-10,1.0,0.0,0,
392,,Andorra,2020-03-11,1.0,0.0,0,
393,,Andorra,2020-03-12,1.0,0.0,0,
394,,Andorra,2020-03-13,1.0,0.0,0,
395,,Andorra,2020-03-14,1.0,0.0,0,
396,,Andorra,2020-03-15,1.0,0.0,0,
397,,Andorra,2020-03-16,2.0,0.0,0,
398,,Andorra,2020-03-17,39.0,0.0,0,
399,,Andorra,2020-03-18,39.0,0.0,0,
400,,Andorra,2020-03-19,53.0,0.0,0,
401,,Andorra,2020-03-20,75.0,0.0,0,
402,,Andorra,2020-03-21,88.0,0.0,0,
403,,Andorra,2020-03-22,113.0,1.0,0,
404,,Andorra,2020-03-23,133.0,1.0,0,
405,,Andorra,2020-03-24,164.0,1.0,0,
406,,Andorra,2020-03-25,188.0,1.0,0,
407,,Andorra,2020-03-26,224.0,3.0,0,
408,,Andorra,2020-03-27,267.0,3.0,0,
409,,Andorra,2020-03-28,308.0,3.0,0,
410,,Andorra,2020-03-29,334.0,6.0,0,
411,,Andorra,2020-03-30,370.0,8.0,0,
412,,Andorra,2020-03-31,376.0,12.0,0,
413,,Andorra,2020-04-01,390.0,14.0,0,
414,,Andorra,2020-04-02,428.0,15.0,0,
415,,Andorra,2020-04-03,439.0,16.0,0,
416,,Andorra,2020-04-04,466.0,17.0,0,
417,,Andorra,2020-04-05,501.0,18.0,0,
418,,Andorra,2020-04-06,525.0,21.0,0,
419,,Andorra,2020-04-07,545.0,22.0,0,
420,,Andorra,2020-04-08,564.0,23.0,0,
421,,Andorra,2020-04-09,583.0,25.0,0,
422,,Andorra,2020-04-10,601.0,26.0,0,
423,,Andorra,2020-04-11,601.0,26.0,0,
424,,Andorra,2020-04-12,638.0,29.0,0,
425,,Andorra,2020-04-13,646.0,29.0,0,
457,,Angola,2020-01-22,0.0,0.0,13,3.7
458,,Angola,2020-01-23,0.0,0.0,13,3.7
459,,Angola,2020-01-24,0.0,0.0,16,3.7
460,,Angola,2020-01-25,0.0,0.0,12,3.7
461,,Angola,2020-01-26,0.0,0.0,17,3.7
462,,Angola,2020-01-27,0.0,0.0,13,3.7
463,,Angola,2020-01-28,0.0,0.0,11,3.7
464,,Angola,2020-01-29,0.0,0.0,14,3.7
465,,Angola,2020-01-30,0.0,0.0,12,3.7
466,,Angola,2020-01-31,0.0,0.0,0,3.7
467,,Angola,2020-02-01,0.0,0.0,11,3.7
468,,Angola,2020-02-02,0.0,0.0,15,3.7
469,,Angola,2020-02-03,0.0,0.0,14,3.7
470,,Angola,2020-02-04,0.0,0.0,11,3.7
471,,Angola,2020-02-05,0.0,0.0,14,3.7
472,,Angola,2020-02-06,0.0,0.0,13,3.7
473,,Angola,2020-02-07,0.0,0.0,17,3.7
474,,Angola,2020-02-08,0.0,0.0,12,3.7
475,,Angola,2020-02-09,0.0,0.0,16,3.7
476,,Angola,2020-02-10,0.0,0.0,14,3.7
477,,Angola,2020-02-11,0.0,0.0,11,3.7
478,,Angola,2020-02-12,0.0,0.0,12,3.7
479,,Angola,2020-02-13,0.0,0.0,12,3.7
480,,Angola,2020-02-14,0.0,0.0,14,3.7
481,,Angola,2020-02-15,0.0,0.0,15,3.7
482,,Angola,2020-02-16,0.0,0.0,13,3.7
483,,Angola,2020-02-17,0.0,0.0,13,3.7
484,,Angola,2020-02-18,0.0,0.0,12,3.7
485,,Angola,2020-02-19,0.0,0.0,14,3.7
486,,Angola,2020-02-20,0.0,0.0,0,3.7
487,,Angola,2020-02-21,0.0,0.0,15,3.7
488,,Angola,2020-02-22,0.0,0.0,13,3.7
489,,Angola,2020-02-23,0.0,0.0,12,3.7
490,,Angola,2020-02-24,0.0,0.0,15,3.7
491,,Angola,2020-02-25,0.0,0.0,11,3.7
492,,Angola,2020-02-26,0.0,0.0,13,3.7
493,,Angola,2020-02-27,0.0,0.0,12,3.7
494,,Angola,2020-02-28,0.0,0.0,15,3.7
495,,Angola,2020-02-29,0.0,0.0,11,3.7
496,,Angola,2020-03-01,0.0,0.0,14,3.7
497,,Angola,2020-03-02,0.0,0.0,13,3.7
498,,Angola,2020-03-03,0.0,0.0,11,3.7
499,,Angola,2020-03-04,0.0,0.0,13,3.7
500,,Angola,2020-03-05,0.0,0.0,12,3.7
501,,Angola,2020-03-06,0.0,0.0,15,3.7
502,,Angola,2020-03-07,0.0,0.0,10,3.7
503,,Angola,2020-03-08,0.0,0.0,15,3.7
504,,Angola,2020-03-09,0.0,0.0,12,3.7
505,,Angola,2020-03-10,0.0,0.0,11,3.7
506,,Angola,2020-03-11,0.0,0.0,13,3.7
507,,Angola,2020-03-12,0.0,0.0,11,3.7
508,,Angola,2020-03-13,0.0,0.0,15,3.7
509,,Angola,2020-03-14,0.0,0.0,9,3.7
510,,Angola,2020-03-15,0.0,0.0,16,3.7
511,,Angola,2020-03-16,0.0,0.0,12,3.7
512,,Angola,2020-03-17,0.0,0.0,11,3.7
513,,Angola,2020-03-18,0.0,0.0,12,3.7
514,,Angola,2020-03-19,0.0,0.0,7,3.7
515,,Angola,2020-03-20,1.0,0.0,2,3.7
516,,Angola,2020-03-21,2.0,0.0,2,3.7
517,,Angola,2020-03-22,2.0,0.0,0,3.7
518,,Angola,2020-03-23,3.0,0.0,0,3.7
519,,Angola,2020-03-24,3.0,0.0,0,3.7
520,,Angola,2020-03-25,3.0,0.0,0,3.7
521,,Angola,2020-03-26,4.0,0.0,0,3.7
522,,Angola,2020-03-27,4.0,0.0,1,3.7
523,,Angola,2020-03-28,5.0,0.0,0,3.7
524,,Angola,2020-03-29,7.0,2.0,3,3.7
525,,Angola,2020-03-30,7.0,2.0,2,3.7
526,,Angola,2020-03-31,7.0,2.0,1,3.7
527,,Angola,2020-04-01,8.0,2.0,0,3.7
528,,Angola,2020-04-02,8.0,2.0,1,3.7
529,,Angola,2020-04-03,8.0,2.0,0,3.7
530,,Angola,2020-04-04,10.0,2.0,2,3.7
531,,Angola,2020-04-05,14.0,2.0,0,3.7
532,,Angola,2020-04-06,16.0,2.0,0,3.7
533,,Angola,2020-04-07,17.0,2.0,0,3.7
534,,Angola,2020-04-08,19.0,2.0,1,3.7
535,,Angola,2020-04-09,19.0,2.0,0,3.7
536,,Angola,2020-04-10,19.0,2.0,1,3.7
537,,Angola,2020-04-11,19.0,2.0,0,3.7
538,,Angola,2020-04-12,19.0,2.0,0,3.7
539,,Angola,2020-04-13,19.0,2.0,0,3.7
571,,Antigua and Barbuda,2020-01-22,0.0,0.0,24,14.1
572,,Antigua and Barbuda,2020-01-23,0.0,0.0,25,14.1
573,,Antigua and Barbuda,2020-01-24,0.0,0.0,26,14.1
574,,Antigua and Barbuda,2020-01-25,0.0,0.0,34,14.1
575,,Antigua and Barbuda,2020-01-26,0.0,0.0,30,14.1
576,,Antigua and Barbuda,2020-01-27,0.0,0.0,29,14.1
577,,Antigua and Barbuda,2020-01-28,0.0,0.0,21,14.1
578,,Antigua and Barbuda,2020-01-29,0.0,0.0,24,14.1
579,,Antigua and Barbuda,2020-01-30,0.0,0.0,27,14.1
580,,Antigua and Barbuda,2020-01-31,0.0,0.0,0,14.1
581,,Antigua and Barbuda,2020-02-01,0.0,0.0,31,14.1
582,,Antigua and Barbuda,2020-02-02,0.0,0.0,26,14.1
583,,Antigua and Barbuda,2020-02-03,0.0,0.0,29,14.1
584,,Antigua and Barbuda,2020-02-04,0.0,0.0,18,14.1
585,,Antigua and Barbuda,2020-02-05,0.0,0.0,26,14.1
586,,Antigua and Barbuda,2020-02-06,0.0,0.0,24,14.1
587,,Antigua and Barbuda,2020-02-07,0.0,0.0,26,14.1
588,,Antigua and Barbuda,2020-02-08,0.0,0.0,27,14.1
589,,Antigua and Barbuda,2020-02-09,0.0,0.0,32,14.1
590,,Antigua and Barbuda,2020-02-10,0.0,0.0,27,14.1
591,,Antigua and Barbuda,2020-02-11,0.0,0.0,23,14.1
592,,Antigua and Barbuda,2020-02-12,0.0,0.0,27,14.1
593,,Antigua and Barbuda,2020-02-13,0.0,0.0,24,14.1
594,,Antigua and Barbuda,2020-02-14,0.0,0.0,40,14.1
595,,Antigua and Barbuda,2020-02-15,0.0,0.0,33,14.1
596,,Antigua and Barbuda,2020-02-16,0.0,0.0,33,14.1
597,,Antigua and Barbuda,2020-02-17,0.0,0.0,31,14.1
598,,Antigua and Barbuda,2020-02-18,0.0,0.0,28,14.1
599,,Antigua and Barbuda,2020-02-19,0.0,0.0,25,14.1
600,,Antigua and Barbuda,2020-02-20,0.0,0.0,0,14.1
601,,Antigua and Barbuda,2020-02-21,0.0,0.0,28,14.1
602,,Antigua and Barbuda,2020-02-22,0.0,0.0,27,14.1
603,,Antigua and Barbuda,2020-02-23,0.0,0.0,37,14.1
604,,Antigua and Barbuda,2020-02-24,0.0,0.0,35,14.1
605,,Antigua and Barbuda,2020-02-25,0.0,0.0,27,14.1
606,,Antigua and Barbuda,2020-02-26,0.0,0.0,27,14.1
607,,Antigua and Barbuda,2020-02-27,0.0,0.0,30,14.1
608,,Antigua and Barbuda,2020-02-28,0.0,0.0,35,14.1
609,,Antigua and Barbuda,2020-02-29,0.0,0.0,26,14.1
610,,Antigua and Barbuda,2020-03-01,0.0,0.0,28,14.1
611,,Antigua and Barbuda,2020-03-02,0.0,0.0,30,14.1
612,,Antigua and Barbuda,2020-03-03,0.0,0.0,20,14.1
613,,Antigua and Barbuda,2020-03-04,0.0,0.0,24,14.1
614,,Antigua and Barbuda,2020-03-05,0.0,0.0,25,14.1
615,,Antigua and Barbuda,2020-03-06,0.0,0.0,31,14.1
616,,Antigua and Barbuda,2020-03-07,0.0,0.0,23,14.1
617,,Antigua and Barbuda,2020-03-08,0.0,0.0,31,14.1
618,,Antigua and Barbuda,2020-03-09,0.0,0.0,28,14.1
619,,Antigua and Barbuda,2020-03-10,0.0,0.0,19,14.1
620,,Antigua and Barbuda,2020-03-11,0.0,0.0,29,14.1
621,,Antigua and Barbuda,2020-03-12,0.0,0.0,25,14.1
622,,Antigua and Barbuda,2020-03-13,1.0,0.0,28,14.1
623,,Antigua and Barbuda,2020-03-14,1.0,0.0,24,14.1
624,,Antigua and Barbuda,2020-03-15,1.0,0.0,25,14.1
625,,Antigua and Barbuda,2020-03-16,1.0,0.0,31,14.1
626,,Antigua and Barbuda,2020-03-17,1.0,0.0,28,14.1
627,,Antigua and Barbuda,2020-03-18,1.0,0.0,32,14.1
628,,Antigua and Barbuda,2020-03-19,1.0,0.0,26,14.1
629,,Antigua and Barbuda,2020-03-20,1.0,0.0,29,14.1
630,,Antigua and Barbuda,2020-03-21,1.0,0.0,25,14.1
