Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,DepartureFlight
67,,Afghanistan,2020-03-28,110.0,4.0,1
68,,Afghanistan,2020-03-29,120.0,4.0,0
69,,Afghanistan,2020-03-30,170.0,4.0,1
70,,Afghanistan,2020-03-31,174.0,4.0,0
71,,Afghanistan,2020-04-01,237.0,4.0,1
72,,Afghanistan,2020-04-02,273.0,6.0,0
73,,Afghanistan,2020-04-03,281.0,6.0,1
74,,Afghanistan,2020-04-04,299.0,7.0,0
75,,Afghanistan,2020-04-05,349.0,7.0,2
76,,Afghanistan,2020-04-06,367.0,11.0,0
77,,Afghanistan,2020-04-07,423.0,14.0,1
78,,Afghanistan,2020-04-08,444.0,14.0,0
79,,Afghanistan,2020-04-09,484.0,15.0,0
80,,Afghanistan,2020-04-10,521.0,15.0,0
81,,Afghanistan,2020-04-11,555.0,18.0,0
82,,Afghanistan,2020-04-12,607.0,18.0,0
83,,Afghanistan,2020-04-13,665.0,21.0,1
115,,Albania,2020-01-22,0.0,0.0,18
116,,Albania,2020-01-23,0.0,0.0,20
117,,Albania,2020-01-24,0.0,0.0,23
118,,Albania,2020-01-25,0.0,0.0,17
119,,Albania,2020-01-26,0.0,0.0,21
120,,Albania,2020-01-27,0.0,0.0,22
121,,Albania,2020-01-28,0.0,0.0,16
122,,Albania,2020-01-29,0.0,0.0,15
123,,Albania,2020-01-30,0.0,0.0,20
124,,Albania,2020-01-31,0.0,0.0,0
125,,Albania,2020-02-01,0.0,0.0,20
126,,Albania,2020-02-02,0.0,0.0,16
127,,Albania,2020-02-03,0.0,0.0,21
128,,Albania,2020-02-04,0.0,0.0,18
129,,Albania,2020-02-05,0.0,0.0,15
130,,Albania,2020-02-06,0.0,0.0,19
131,,Albania,2020-02-07,0.0,0.0,22
132,,Albania,2020-02-08,0.0,0.0,17
133,,Albania,2020-02-09,0.0,0.0,18
134,,Albania,2020-02-10,0.0,0.0,28
135,,Albania,2020-02-11,0.0,0.0,18
136,,Albania,2020-02-12,0.0,0.0,20
137,,Albania,2020-02-13,0.0,0.0,25
138,,Albania,2020-02-14,0.0,0.0,24
139,,Albania,2020-02-15,0.0,0.0,18
140,,Albania,2020-02-16,0.0,0.0,22
141,,Albania,2020-02-17,0.0,0.0,25
142,,Albania,2020-02-18,0.0,0.0,16
143,,Albania,2020-02-19,0.0,0.0,19
144,,Albania,2020-02-20,0.0,0.0,0
145,,Albania,2020-02-21,0.0,0.0,24
146,,Albania,2020-02-22,0.0,0.0,17
147,,Albania,2020-02-23,0.0,0.0,21
148,,Albania,2020-02-24,0.0,0.0,24
149,,Albania,2020-02-25,0.0,0.0,15
150,,Albania,2020-02-26,0.0,0.0,20
151,,Albania,2020-02-27,0.0,0.0,27
152,,Albania,2020-02-28,0.0,0.0,26
153,,Albania,2020-02-29,0.0,0.0,20
154,,Albania,2020-03-01,0.0,0.0,23
155,,Albania,2020-03-02,0.0,0.0,28
156,,Albania,2020-03-03,0.0,0.0,18
157,,Albania,2020-03-04,0.0,0.0,20
158,,Albania,2020-03-05,0.0,0.0,19
159,,Albania,2020-03-06,0.0,0.0,28
160,,Albania,2020-03-07,0.0,0.0,16
161,,Albania,2020-03-08,0.0,0.0,20
162,,Albania,2020-03-09,2.0,0.0,19
163,,Albania,2020-03-10,10.0,0.0,10
164,,Albania,2020-03-11,12.0,1.0,10
165,,Albania,2020-03-12,23.0,1.0,13
166,,Albania,2020-03-13,33.0,1.0,16
167,,Albania,2020-03-14,38.0,1.0,9
168,,Albania,2020-03-15,42.0,1.0,7
169,,Albania,2020-03-16,51.0,1.0,10
170,,Albania,2020-03-17,55.0,1.0,5
171,,Albania,2020-03-18,59.0,2.0,5
172,,Albania,2020-03-19,64.0,2.0,5
173,,Albania,2020-03-20,70.0,2.0,4
174,,Albania,2020-03-21,76.0,2.0,3
175,,Albania,2020-03-22,89.0,2.0,1
176,,Albania,2020-03-23,104.0,4.0,0
177,,Albania,2020-03-24,123.0,5.0,0
178,,Albania,2020-03-25,146.0,5.0,0
179,,Albania,2020-03-26,174.0,6.0,0
180,,Albania,2020-03-27,186.0,8.0,0
181,,Albania,2020-03-28,197.0,10.0,0
182,,Albania,2020-03-29,212.0,10.0,0
183,,Albania,2020-03-30,223.0,11.0,0
184,,Albania,2020-03-31,243.0,15.0,0
185,,Albania,2020-04-01,259.0,15.0,0
186,,Albania,2020-04-02,277.0,16.0,0
187,,Albania,2020-04-03,304.0,17.0,0
188,,Albania,2020-04-04,333.0,20.0,0
189,,Albania,2020-04-05,361.0,20.0,0
190,,Albania,2020-04-06,377.0,21.0,0
191,,Albania,2020-04-07,383.0,22.0,0
192,,Albania,2020-04-08,400.0,22.0,0
193,,Albania,2020-04-09,409.0,23.0,0
194,,Albania,2020-04-10,416.0,23.0,0
195,,Albania,2020-04-11,433.0,23.0,0
196,,Albania,2020-04-12,446.0,23.0,0
197,,Albania,2020-04-13,467.0,23.0,0
229,,Algeria,2020-01-22,0.0,0.0,66
230,,Algeria,2020-01-23,0.0,0.0,76
231,,Algeria,2020-01-24,0.0,0.0,73
232,,Algeria,2020-01-25,0.0,0.0,78
233,,Algeria,2020-01-26,0.0,0.0,77
234,,Algeria,2020-01-27,0.0,0.0,71
235,,Algeria,2020-01-28,0.0,0.0,71
236,,Algeria,2020-01-29,0.0,0.0,69
237,,Algeria,2020-01-30,0.0,0.0,77
238,,Algeria,2020-01-31,0.0,0.0,0
239,,Algeria,2020-02-01,0.0,0.0,77
240,,Algeria,2020-02-02,0.0,0.0,77
241,,Algeria,2020-02-03,0.0,0.0,71
242,,Algeria,2020-02-04,0.0,0.0,70
243,,Algeria,2020-02-05,0.0,0.0,73
244,,Algeria,2020-02-06,0.0,0.0,78
245,,Algeria,2020-02-07,0.0,0.0,70
246,,Algeria,2020-02-08,0.0,0.0,74
247,,Algeria,2020-02-09,0.0,0.0,75
248,,Algeria,2020-02-10,0.0,0.0,74
249,,Algeria,2020-02-11,0.0,0.0,68
250,,Algeria,2020-02-12,0.0,0.0,71
251,,Algeria,2020-02-13,0.0,0.0,79
252,,Algeria,2020-02-14,0.0,0.0,77
253,,Algeria,2020-02-15,0.0,0.0,74
254,,Algeria,2020-02-16,0.0,0.0,77
255,,Algeria,2020-02-17,0.0,0.0,54
256,,Algeria,2020-02-18,0.0,0.0,51
257,,Algeria,2020-02-19,0.0,0.0,53
258,,Algeria,2020-02-20,0.0,0.0,0
259,,Algeria,2020-02-21,0.0,0.0,73
260,,Algeria,2020-02-22,0.0,0.0,77
261,,Algeria,2020-02-23,0.0,0.0,75
262,,Algeria,2020-02-24,0.0,0.0,76
263,,Algeria,2020-02-25,1.0,0.0,70
264,,Algeria,2020-02-26,1.0,0.0,74
265,,Algeria,2020-02-27,1.0,0.0,79
266,,Algeria,2020-02-28,1.0,0.0,79
267,,Algeria,2020-02-29,1.0,0.0,77
268,,Algeria,2020-03-01,1.0,0.0,79
269,,Algeria,2020-03-02,3.0,0.0,74
270,,Algeria,2020-03-03,5.0,0.0,69
271,,Algeria,2020-03-04,12.0,0.0,71
272,,Algeria,2020-03-05,12.0,0.0,80
273,,Algeria,2020-03-06,17.0,0.0,75
274,,Algeria,2020-03-07,17.0,0.0,75
275,,Algeria,2020-03-08,19.0,0.0,78
276,,Algeria,2020-03-09,20.0,0.0,71
277,,Algeria,2020-03-10,20.0,0.0,66
278,,Algeria,2020-03-11,20.0,0.0,68
279,,Algeria,2020-03-12,24.0,1.0,73
280,,Algeria,2020-03-13,26.0,2.0,64
281,,Algeria,2020-03-14,37.0,3.0,55
282,,Algeria,2020-03-15,48.0,4.0,48
283,,Algeria,2020-03-16,54.0,4.0,35
284,,Algeria,2020-03-17,60.0,4.0,28
285,,Algeria,2020-03-18,74.0,7.0,2
286,,Algeria,2020-03-19,87.0,9.0,1
287,,Algeria,2020-03-20,90.0,11.0,3
288,,Algeria,2020-03-21,139.0,15.0,1
289,,Algeria,2020-03-22,201.0,17.0,2
290,,Algeria,2020-03-23,230.0,17.0,2
291,,Algeria,2020-03-24,264.0,19.0,0
292,,Algeria,2020-03-25,302.0,21.0,1
293,,Algeria,2020-03-26,367.0,25.0,0
294,,Algeria,2020-03-27,409.0,26.0,3
295,,Algeria,2020-03-28,454.0,29.0,0
296,,Algeria,2020-03-29,511.0,31.0,3
297,,Algeria,2020-03-30,584.0,35.0,1
298,,Algeria,2020-03-31,716.0,44.0,2
299,,Algeria,2020-04-01,847.0,58.0,0
300,,Algeria,2020-04-02,986.0,86.0,0
301,,Algeria,2020-04-03,1171.0,105.0,2
302,,Algeria,2020-04-04,1251.0,130.0,1
303,,Algeria,2020-04-05,1320.0,152.0,0
304,,Algeria,2020-04-06,1423.0,173.0,2
305,,Algeria,2020-04-07,1468.0,193.0,0
306,,Algeria,2020-04-08,1572.0,205.0,1
307,,Algeria,2020-04-09,1666.0,235.0,0
308,,Algeria,2020-04-10,1761.0,256.0,4
309,,Algeria,2020-04-11,1825.0,275.0,0
310,,Algeria,2020-04-12,1914.0,293.0,0
311,,Algeria,2020-04-13,1983.0,313.0,0
343,,Andorra,2020-01-22,0.0,0.0,0
344,,Andorra,2020-01-23,0.0,0.0,0
345,,Andorra,2020-01-24,0.0,0.0,0
346,,Andorra,2020-01-25,0.0,0.0,0
347,,Andorra,2020-01-26,0.0,0.0,0
348,,Andorra,2020-01-27,0.0,0.0,0
349,,Andorra,2020-01-28,0.0,0.0,0
350,,Andorra,2020-01-29,0.0,0.0,0
351,,Andorra,2020-01-30,0.0,0.0,0
352,,Andorra,2020-01-31,0.0,0.0,0
353,,Andorra,2020-02-01,0.0,0.0,0
354,,Andorra,2020-02-02,0.0,0.0,0
355,,Andorra,2020-02-03,0.0,0.0,0
356,,Andorra,2020-02-04,0.0,0.0,0
357,,Andorra,2020-02-05,0.0,0.0,0
358,,Andorra,2020-02-06,0.0,0.0,0
359,,Andorra,2020-02-07,0.0,0.0,0
360,,Andorra,2020-02-08,0.0,0.0,0
361,,Andorra,2020-02-09,0.0,0.0,0
362,,Andorra,2020-02-10,0.0,0.0,0
363,,Andorra,2020-02-11,0.0,0.0,0
364,,Andorra,2020-02-12,0.0,0.0,0
365,,Andorra,2020-02-13,0.0,0.0,0
366,,Andorra,2020-02-14,0.0,0.0,0
367,,Andorra,2020-02-15,0.0,0.0,0
368,,Andorra,2020-02-16,0.0,0.0,0
369,,Andorra,2020-02-17,0.0,0.0,0
370,,Andorra,2020-02-18,0.0,0.0,0
371,,Andorra,2020-02-19,0.0,0.0,0
372,,Andorra,2020-02-20,0.0,0.0,0
373,,Andorra,2020-02-21,0.0,0.0,0
374,,Andorra,2020-02-22,0.0,0.0,0
375,,Andorra,2020-02-23,0.0,0.0,0
376,,Andorra,2020-02-24,0.0,0.0,0
377,,Andorra,2020-02-25,0.0,0.0,0
378,,Andorra,2020-02-26,0.0,0.0,0
379,,Andorra,2020-02-27,0.0,0.0,0
380,,Andorra,2020-02-28,0.0,0.0,0
381,,Andorra,2020-02-29,0.0,0.0,0
382,,Andorra,2020-03-01,0.0,0.0,0
383,,Andorra,2020-03-02,1.0,0.0,0
384,,Andorra,2020-03-03,1.0,0.0,0
385,,Andorra,2020-03-04,1.0,0.0,0
386,,Andorra,2020-03-05,1.0,0.0,0
387,,Andorra,2020-03-06,1.0,0.0,0
388,,Andorra,2020-03-07,1.0,0.0,0
389,,Andorra,2020-03-08,1.0,0.0,0
390,,Andorra,2020-03-09,1.0,0.0,0
391,,Andorra,2020-03-10,1.0,0.0,0
392,,Andorra,2020-03-11,1.0,0.0,0
393,,Andorra,2020-03-12,1.0,0.0,0
394,,Andorra,2020-03-13,1.0,0.0,0
395,,Andorra,2020-03-14,1.0,0.0,0
396,,Andorra,2020-03-15,1.0,0.0,0
397,,Andorra,2020-03-16,2.0,0.0,0
398,,Andorra,2020-03-17,39.0,0.0,0
399,,Andorra,2020-03-18,39.0,0.0,0
400,,Andorra,2020-03-19,53.0,0.0,0
401,,Andorra,2020-03-20,75.0,0.0,0
402,,Andorra,2020-03-21,88.0,0.0,0
403,,Andorra,2020-03-22,113.0,1.0,0
404,,Andorra,2020-03-23,133.0,1.0,0
405,,Andorra,2020-03-24,164.0,1.0,0
406,,Andorra,2020-03-25,188.0,1.0,0
407,,Andorra,2020-03-26,224.0,3.0,0
408,,Andorra,2020-03-27,267.0,3.0,0
409,,Andorra,2020-03-28,308.0,3.0,0
410,,Andorra,2020-03-29,334.0,6.0,0
411,,Andorra,2020-03-30,370.0,8.0,0
412,,Andorra,2020-03-31,376.0,12.0,0
413,,Andorra,2020-04-01,390.0,14.0,0
414,,Andorra,2020-04-02,428.0,15.0,0
415,,Andorra,2020-04-03,439.0,16.0,0
416,,Andorra,2020-04-04,466.0,17.0,0
417,,Andorra,2020-04-05,501.0,18.0,0
418,,Andorra,2020-04-06,525.0,21.0,0
419,,Andorra,2020-04-07,545.0,22.0,0
420,,Andorra,2020-04-08,564.0,23.0,0
421,,Andorra,2020-04-09,583.0,25.0,0
422,,Andorra,2020-04-10,601.0,26.0,0
423,,Andorra,2020-04-11,601.0,26.0,0
424,,Andorra,2020-04-12,638.0,29.0,0
425,,Andorra,2020-04-13,646.0,29.0,0
457,,Angola,2020-01-22,0.0,0.0,13
458,,Angola,2020-01-23,0.0,0.0,13
459,,Angola,2020-01-24,0.0,0.0,16
460,,Angola,2020-01-25,0.0,0.0,12
461,,Angola,2020-01-26,0.0,0.0,17
462,,Angola,2020-01-27,0.0,0.0,13
463,,Angola,2020-01-28,0.0,0.0,11
464,,Angola,2020-01-29,0.0,0.0,14
465,,Angola,2020-01-30,0.0,0.0,12
466,,Angola,2020-01-31,0.0,0.0,0
467,,Angola,2020-02-01,0.0,0.0,11
468,,Angola,2020-02-02,0.0,0.0,15
469,,Angola,2020-02-03,0.0,0.0,14
470,,Angola,2020-02-04,0.0,0.0,11
471,,Angola,2020-02-05,0.0,0.0,14
472,,Angola,2020-02-06,0.0,0.0,13
473,,Angola,2020-02-07,0.0,0.0,17
474,,Angola,2020-02-08,0.0,0.0,12
475,,Angola,2020-02-09,0.0,0.0,16
476,,Angola,2020-02-10,0.0,0.0,14
477,,Angola,2020-02-11,0.0,0.0,11
478,,Angola,2020-02-12,0.0,0.0,12
479,,Angola,2020-02-13,0.0,0.0,12
480,,Angola,2020-02-14,0.0,0.0,14
481,,Angola,2020-02-15,0.0,0.0,15
482,,Angola,2020-02-16,0.0,0.0,13
483,,Angola,2020-02-17,0.0,0.0,13
484,,Angola,2020-02-18,0.0,0.0,12
485,,Angola,2020-02-19,0.0,0.0,14
486,,Angola,2020-02-20,0.0,0.0,0
487,,Angola,2020-02-21,0.0,0.0,15
488,,Angola,2020-02-22,0.0,0.0,13
489,,Angola,2020-02-23,0.0,0.0,12
490,,Angola,2020-02-24,0.0,0.0,15
491,,Angola,2020-02-25,0.0,0.0,11
492,,Angola,2020-02-26,0.0,0.0,13
493,,Angola,2020-02-27,0.0,0.0,12
494,,Angola,2020-02-28,0.0,0.0,15
495,,Angola,2020-02-29,0.0,0.0,11
496,,Angola,2020-03-01,0.0,0.0,14
497,,Angola,2020-03-02,0.0,0.0,13
498,,Angola,2020-03-03,0.0,0.0,11
499,,Angola,2020-03-04,0.0,0.0,13
500,,Angola,2020-03-05,0.0,0.0,12
501,,Angola,2020-03-06,0.0,0.0,15
502,,Angola,2020-03-07,0.0,0.0,10
503,,Angola,2020-03-08,0.0,0.0,15
504,,Angola,2020-03-09,0.0,0.0,12
505,,Angola,2020-03-10,0.0,0.0,11
506,,Angola,2020-03-11,0.0,0.0,13
507,,Angola,2020-03-12,0.0,0.0,11
508,,Angola,2020-03-13,0.0,0.0,15
509,,Angola,2020-03-14,0.0,0.0,9
510,,Angola,2020-03-15,0.0,0.0,16
511,,Angola,2020-03-16,0.0,0.0,12
512,,Angola,2020-03-17,0.0,0.0,11
513,,Angola,2020-03-18,0.0,0.0,12
514,,Angola,2020-03-19,0.0,0.0,7
515,,Angola,2020-03-20,1.0,0.0,2
516,,Angola,2020-03-21,2.0,0.0,2
517,,Angola,2020-03-22,2.0,0.0,0
518,,Angola,2020-03-23,3.0,0.0,0
519,,Angola,2020-03-24,3.0,0.0,0
520,,Angola,2020-03-25,3.0,0.0,0
521,,Angola,2020-03-26,4.0,0.0,0
522,,Angola,2020-03-27,4.0,0.0,1
523,,Angola,2020-03-28,5.0,0.0,0
524,,Angola,2020-03-29,7.0,2.0,3
525,,Angola,2020-03-30,7.0,2.0,2
526,,Angola,2020-03-31,7.0,2.0,1
527,,Angola,2020-04-01,8.0,2.0,0
528,,Angola,2020-04-02,8.0,2.0,1
529,,Angola,2020-04-03,8.0,2.0,0
530,,Angola,2020-04-04,10.0,2.0,2
531,,Angola,2020-04-05,14.0,2.0,0
532,,Angola,2020-04-06,16.0,2.0,0
533,,Angola,2020-04-07,17.0,2.0,0
534,,Angola,2020-04-08,19.0,2.0,1
535,,Angola,2020-04-09,19.0,2.0,0
536,,Angola,2020-04-10,19.0,2.0,1
537,,Angola,2020-04-11,19.0,2.0,0
538,,Angola,2020-04-12,19.0,2.0,0
539,,Angola,2020-04-13,19.0,2.0,0
571,,Antigua and Barbuda,2020-01-22,0.0,0.0,24
572,,Antigua and Barbuda,2020-01-23,0.0,0.0,25
573,,Antigua and Barbuda,2020-01-24,0.0,0.0,26
574,,Antigua and Barbuda,2020-01-25,0.0,0.0,34
575,,Antigua and Barbuda,2020-01-26,0.0,0.0,30
576,,Antigua and Barbuda,2020-01-27,0.0,0.0,29
577,,Antigua and Barbuda,2020-01-28,0.0,0.0,21
578,,Antigua and Barbuda,2020-01-29,0.0,0.0,24
579,,Antigua and Barbuda,2020-01-30,0.0,0.0,27
580,,Antigua and Barbuda,2020-01-31,0.0,0.0,0
581,,Antigua and Barbuda,2020-02-01,0.0,0.0,31
582,,Antigua and Barbuda,2020-02-02,0.0,0.0,26
583,,Antigua and Barbuda,2020-02-03,0.0,0.0,29
584,,Antigua and Barbuda,2020-02-04,0.0,0.0,18
585,,Antigua and Barbuda,2020-02-05,0.0,0.0,26
586,,Antigua and Barbuda,2020-02-06,0.0,0.0,24
587,,Antigua and Barbuda,2020-02-07,0.0,0.0,26
588,,Antigua and Barbuda,2020-02-08,0.0,0.0,27
589,,Antigua and Barbuda,2020-02-09,0.0,0.0,32
590,,Antigua and Barbuda,2020-02-10,0.0,0.0,27
591,,Antigua and Barbuda,2020-02-11,0.0,0.0,23
592,,Antigua and Barbuda,2020-02-12,0.0,0.0,27
593,,Antigua and Barbuda,2020-02-13,0.0,0.0,24
594,,Antigua and Barbuda,2020-02-14,0.0,0.0,40
595,,Antigua and Barbuda,2020-02-15,0.0,0.0,33
596,,Antigua and Barbuda,2020-02-16,0.0,0.0,33
597,,Antigua and Barbuda,2020-02-17,0.0,0.0,31
598,,Antigua and Barbuda,2020-02-18,0.0,0.0,28
599,,Antigua and Barbuda,2020-02-19,0.0,0.0,25
600,,Antigua and Barbuda,2020-02-20,0.0,0.0,0
601,,Antigua and Barbuda,2020-02-21,0.0,0.0,28
602,,Antigua and Barbuda,2020-02-22,0.0,0.0,27
603,,Antigua and Barbuda,2020-02-23,0.0,0.0,37
604,,Antigua and Barbuda,2020-02-24,0.0,0.0,35
605,,Antigua and Barbuda,2020-02-25,0.0,0.0,27
606,,Antigua and Barbuda,2020-02-26,0.0,0.0,27
607,,Antigua and Barbuda,2020-02-27,0.0,0.0,30
608,,Antigua and Barbuda,2020-02-28,0.0,0.0,35
609,,Antigua and Barbuda,2020-02-29,0.0,0.0,26
610,,Antigua and Barbuda,2020-03-01,0.0,0.0,28
611,,Antigua and Barbuda,2020-03-02,0.0,0.0,30
612,,Antigua and Barbuda,2020-03-03,0.0,0.0,20
613,,Antigua and Barbuda,2020-03-04,0.0,0.0,24
614,,Antigua and Barbuda,2020-03-05,0.0,0.0,25
615,,Antigua and Barbuda,2020-03-06,0.0,0.0,31
616,,Antigua and Barbuda,2020-03-07,0.0,0.0,23
617,,Antigua and Barbuda,2020-03-08,0.0,0.0,31
618,,Antigua and Barbuda,2020-03-09,0.0,0.0,28
619,,Antigua and Barbuda,2020-03-10,0.0,0.0,19
620,,Antigua and Barbuda,2020-03-11,0.0,0.0,29
621,,Antigua and Barbuda,2020-03-12,0.0,0.0,25
622,,Antigua and Barbuda,2020-03-13,1.0,0.0,28
623,,Antigua and Barbuda,2020-03-14,1.0,0.0,24
624,,Antigua and Barbuda,2020-03-15,1.0,0.0,25
625,,Antigua and Barbuda,2020-03-16,1.0,0.0,31
626,,Antigua and Barbuda,2020-03-17,1.0,0.0,28
627,,Antigua and Barbuda,2020-03-18,1.0,0.0,32
628,,Antigua and Barbuda,2020-03-19,1.0,0.0,26
629,,Antigua and Barbuda,2020-03-20,1.0,0.0,29
630,,Antigua and Barbuda,2020-03-21,1.0,0.0,25
631,,Antigua and Barbuda,2020-03-22,1.0,0.0,22
632,,Antigua and Barbuda,2020-03-23,3.0,0.0,15
633,,Antigua and Barbuda,2020-03-24,3.0,0.0,20
634,,Antigua and Barbuda,2020-03-25,3.0,0.0,18
635,,Antigua and Barbuda,2020-03-26,7.0,0.0,12
636,,Antigua and Barbuda,2020-03-27,7.0,0.0,9
637,,Antigua and Barbuda,2020-03-28,7.0,0.0,8
638,,Antigua and Barbuda,2020-03-29,7.0,0.0,5
639,,Antigua and Barbuda,2020-03-30,7.0,0.0,3
640,,Antigua and Barbuda,2020-03-31,7.0,0.0,2
641,,Antigua and Barbuda,2020-04-01,7.0,0.0,2
642,,Antigua and Barbuda,2020-04-02,9.0,0.0,1
643,,Antigua and Barbuda,2020-04-03,15.0,0.0,1
644,,Antigua and Barbuda,2020-04-04,15.0,0.0,0
645,,Antigua and Barbuda,2020-04-05,15.0,0.0,2
646,,Antigua and Barbuda,2020-04-06,15.0,0.0,0
647,,Antigua and Barbuda,2020-04-07,19.0,1.0,0
648,,Antigua and Barbuda,2020-04-08,19.0,2.0,2
649,,Antigua and Barbuda,2020-04-09,19.0,2.0,0
650,,Antigua and Barbuda,2020-04-10,19.0,2.0,0
651,,Antigua and Barbuda,2020-04-11,21.0,2.0,0
652,,Antigua and Barbuda,2020-04-12,21.0,2.0,0
653,,Antigua and Barbuda,2020-04-13,23.0,2.0,0
685,,Argentina,2020-01-22,0.0,0.0,107
686,,Argentina,2020-01-23,0.0,0.0,116
687,,Argentina,2020-01-24,0.0,0.0,115
688,,Argentina,2020-01-25,0.0,0.0,120
689,,Argentina,2020-01-26,0.0,0.0,117
690,,Argentina,2020-01-27,0.0,0.0,119
691,,Argentina,2020-01-28,0.0,0.0,105
692,,Argentina,2020-01-29,0.0,0.0,102
693,,Argentina,2020-01-30,0.0,0.0,116
694,,Argentina,2020-01-31,0.0,0.0,0
695,,Argentina,2020-02-01,0.0,0.0,114
696,,Argentina,2020-02-02,0.0,0.0,120
697,,Argentina,2020-02-03,0.0,0.0,114
698,,Argentina,2020-02-04,0.0,0.0,107
699,,Argentina,2020-02-05,0.0,0.0,100
700,,Argentina,2020-02-06,0.0,0.0,104
701,,Argentina,2020-02-07,0.0,0.0,113
702,,Argentina,2020-02-08,0.0,0.0,121
703,,Argentina,2020-02-09,0.0,0.0,115
704,,Argentina,2020-02-10,0.0,0.0,114
705,,Argentina,2020-02-11,0.0,0.0,110
706,,Argentina,2020-02-12,0.0,0.0,105
707,,Argentina,2020-02-13,0.0,0.0,113
708,,Argentina,2020-02-14,0.0,0.0,115
709,,Argentina,2020-02-15,0.0,0.0,121
710,,Argentina,2020-02-16,0.0,0.0,119
711,,Argentina,2020-02-17,0.0,0.0,113
712,,Argentina,2020-02-18,0.0,0.0,108
713,,Argentina,2020-02-19,0.0,0.0,106
714,,Argentina,2020-02-20,0.0,0.0,0
715,,Argentina,2020-02-21,0.0,0.0,120
716,,Argentina,2020-02-22,0.0,0.0,123
717,,Argentina,2020-02-23,0.0,0.0,114
718,,Argentina,2020-02-24,0.0,0.0,116
719,,Argentina,2020-02-25,0.0,0.0,109
720,,Argentina,2020-02-26,0.0,0.0,101
721,,Argentina,2020-02-27,0.0,0.0,110
722,,Argentina,2020-02-28,0.0,0.0,114
